latitud,longitud,farm_id,objeto,calle,altura,direc_norm,direc_arcg,telefono,obs_telefono,barrio,comuna
-583.750.831.174.933,-346.088.425.507.185,1021,FARMACIA,PERU,75,PERU 75,75 PERU,,,MONSERRAT,1
-583.749.180.489.127,-346.128.468.621.148,1060,FARMACIA,AV BELGRANO,602,BELGRANO AV. 602,602 BELGRANO AV.,,,MONSERRAT,1
-583.765.366.501.599,-346.095.422.191.076,1129,FARMACIA,CHACABUCO,119,CHACABUCO 119,119 CHACABUCO,5235-3223,,MONSERRAT,1
-583.894.654.362.685,-346.102.902.899.995,1130,FARMACIA,HIPOLITO YRIGOYEN,1632,"YRIGOYEN, HIPOLITO AV. 1632","1632 YRIGOYEN, HIPOLITO AV.",4382-8417,,MONSERRAT,1
-583.845.922.501.203,-346.100.124.613.579,1167,FARMACIA,HIPOLITO YRIGOYEN,1280,"YRIGOYEN, HIPOLITO 1280","1280 YRIGOYEN, HIPOLITO",4382-9501,,MONSERRAT,1
-583.849.688.896.247,-346.094.735.642.929,1205,FARMACIA,AV DE MAYO,1302,DE MAYO AV. 1302,1302 DE MAYO AV.,4383-5544,,MONSERRAT,1
-583.914.661.361.162,-346.174.109.794.212,1208,FARMACIA,AV ENTRE RIOS,742,ENTRE RIOS AV. 742,742 ENTRE RIOS AV.,4383-5988,,MONSERRAT,1
-583.760.121.437.553,-34.608.497.134.772,1276,FARMACIA,AV DE MAYO,675,DE MAYO AV. 675,675 DE MAYO AV.,4342-5144,,MONSERRAT,1
-583.901.715.677.976,-346.107.744.071.362,1294,FARMACIA,SOLIS,146,SOLIS 146,146 SOLIS,,,MONSERRAT,1
-58.384.294.987.771,-346.153.361.298.216,1296,FARMACIA,MEXICO,1285,MEXICO 1285,1285 MEXICO,4382-7666,,MONSERRAT,1
-583.848.274.250.974,-346.131.924.971.165,1335,FARMACIA,AV BELGRANO,1303,BELGRANO AV. 1303,1303 BELGRANO AV.,,,MONSERRAT,1
-583.790.189.906.388,-346.090.692.082.781,1356,FARMACIA,AV DE MAYO,892,DE MAYO AV. 892,892 DE MAYO AV.,4343-0566,,MONSERRAT,1
-583.837.135.238.608,-346.090.298.889.173,1373,FARMACIA,AV DE MAYO,1217,DE MAYO AV. 1217,1217 DE MAYO AV.,4382-7053,5275-7736,MONSERRAT,1
-583.893.785.160.833,-34.610.285.591.766,1374,FARMACIA,HIPOLITO IRIGOYEN,1628,"YRIGOYEN, HIPOLITO AV. 1628","1628 YRIGOYEN, HIPOLITO AV.",,,MONSERRAT,1
-583.914.719.565.676,-346.172.501.586.754,1470,FARMACIA,AV ENTRE RIOS,732,ENTRE RIOS AV. 732,732 ENTRE RIOS AV.,,,MONSERRAT,1
-583.678.140.408.632,-346.116.712.736.068,1485,FARMACIA,AZOPARDO,350,AZOPARDO 350,350 AZOPARDO,4338-6406,,MONSERRAT,1
-58.391.092.917.504,-346.139.531.833.236,1493,FARMACIA,AV BELGRANO,1746,BELGRANO AV. 1746,1746 BELGRANO AV.,4378-1329,,MONSERRAT,1
-583.821.140.609.237,-346.092.641.245.566,1514,FARMACIA,AV DE MAYO,1102,DE MAYO AV. 1102,1102 DE MAYO AV.,4383-7971,,MONSERRAT,1
-583.874.024.124.948,-346.144.492.579.349,955,FARMACIA,PRESIDENTE LUIS SAENZ PEÃ‘A,480,"SAENZ PEÃ‘A, LUIS, PRES. 480","480 SAENZ PEÃ‘A, LUIS, PRES.",4383-7161,,MONSERRAT,1
-583.869.584.259.983,-345.994.736.998.096,20,FARMACIA,AV CORDOBA,1402,CORDOBA AV. 1402,1402 CORDOBA AV.,4372-9633Â,,SAN NICOLAS,1
-583.877.673.244.745,-346.030.510.115.068,91,FARMACIA,LAVALLE,1500,LAVALLE 1500,1500 LAVALLE,,,SAN NICOLAS,1
-583.868.202.975.948,-346.026.072.411.464,113,FARMACIA,LAVALLE,1401,LAVALLE 1401,1401 LAVALLE,4371-7391,5239-5411,SAN NICOLAS,1
-583.918.658.136.819,-346.009.526.677.646,284,FARMACIA,VIAMONTE,1734,VIAMONTE 1734,1734 VIAMONTE,4371-1217,,SAN NICOLAS,1
-583.851.612.734.653,-34.605.286.621.942,332,FARMACIA,SARMIENTO,1302,SARMIENTO 1302,1302 SARMIENTO,4372-3539,,SAN NICOLAS,1
-583.890.745.081.285,-346.052.545.081.742,419,FARMACIA,SARMIENTO,1579,SARMIENTO 1579,1579 SARMIENTO,,,SAN NICOLAS,1
-583.913.071.379.938,-346.002.397.210.811,491,FARMACIA,RODRIGUEZ PEÃ‘A,753,RODRIGUEZ PEÃ‘A 753,753 RODRIGUEZ PEÃ‘A,4813-3862,4815-2796,SAN NICOLAS,1
-583.888.827.280.335,-346.088.679.908.503,552,FARMACIA,AV RIVADAVIA,1581,RIVADAVIA AV. 1581,1581 RIVADAVIA AV.,4371-0927,,SAN NICOLAS,1
-583.825.081.699.512,-346.027.220.278.223,887,FARMACIA,LAVALLE,1118,LAVALLE 1118,1118 LAVALLE,4382-3971,,SAN NICOLAS,1
-583.872.860.885.318,-345.994.937.813.721,893,FARMACIA,AV CORDOBA,1432,CORDOBA AV. 1432,1432 CORDOBA AV.,4373-3644,/4475,SAN NICOLAS,1
-583.860.774.963.322,-346.062.364.821.533,907,FARMACIA,TENIENTE GENERAL JUAN D PERON,1379,"PERON, JUAN DOMINGO, TTE. GENERAL 1379","1379 PERON, JUAN DOMINGO, TTE. GENERAL",4124-9966,,SAN NICOLAS,1
-583.832.006.954.415,-34.607.238.101.305,912,FARMACIA,BARTOLOME MITRE,1177,"MITRE, BARTOLOME 1177","1177 MITRE, BARTOLOME",46326-2673,,SAN NICOLAS,1
-58.372.753.797.648,-346.017.642.055.922,1383,FARMACIA,RECONQUISTA,526,RECONQUISTA 526,526 RECONQUISTA,5258-6998,/9,SAN NICOLAS,1
-583.733.041.424.901,-346.065.622.124.181,571,FARMACIA,GRAL.MITRE,475,"MITRE, BARTOLOME 475","475 MITRE, BARTOLOME",,,SAN NICOLAS,1
-583.723.842.403.423,-346.006.267.287.205,585,FARMACIA,RECONQUISTA,613,RECONQUISTA 613,613 RECONQUISTA,4313-3459,,SAN NICOLAS,1
-583.712.888.447.121,-346.028.962.929.363,625,FARMACIA,AV CORRIENTES,301,CORRIENTES AV. 301,301 CORRIENTES AV.,4312-4111,,SAN NICOLAS,1
-583.856.282.756.937,-345.998.950.864.826,634,FARMACIA,TALCAHUANO,750,TALCAHUANO 750,750 TALCAHUANO,,,SAN NICOLAS,1
-583.727.015.124.315,-346.026.235.137.825,687,FARMACIA,RECONQUISTA,458,RECONQUISTA 458,458 RECONQUISTA,,,SAN NICOLAS,1
-583.770.263.958.614,-34.599.600.744.272,708,FARMACIA,MAIPU,738,MAIPU 738,738 MAIPU,4393-3782,,SAN NICOLAS,1
-583.925.160.948.726,-346.010.105.753.985,738,FARMACIA,AV CALLAO,689,CALLAO AV. 689,689 CALLAO AV.,4372-2152,,SAN NICOLAS,1
-583.863.330.919.205,-346.014.647.609.557,790,FARMACIA,TUCUMAN,1391,TUCUMAN 1391,1391 TUCUMAN,4372-3969,4371-8176,SAN NICOLAS,1
-583.911.557.544.349,-34.603.283.127.677,793,FARMACIA,LAVALLE,1722,LAVALLE 1722,1722 LAVALLE,4372-3951,,SAN NICOLAS,1
-583.714.192.654.082,-346.016.358.677.843,813,FARMACIA,25 DE mayo,530,25 DE mayo 0530,530 25 DE MAYO,,,SAN NICOLAS,1
-583.828.061.689.298,-346.024.190.934.945,818,FARMACIA,LAVALLE,1127,LAVALLE 1127,1127 LAVALLE,4382-3422,,SAN NICOLAS,1
-58.376.768.574.164,-346.035.840.748.938,825,FARMACIA,AV CORRIENTES,702,CORRIENTES AV. 702,702 CORRIENTES AV.,4322-1229,,SAN NICOLAS,1
-583.766.023.393.262,-345.994.821.584.858,830,FARMACIA,MAIPU,745,MAIPU 745,745 MAIPU,4326-3636,,SAN NICOLAS,1
-583.902.156.543.872,-346.068.608.811.438,840,FARMACIA,TENIENTE GENERAL JUAN D PERON,1670,"PERON, JUAN DOMINGO, TTE. GENERAL 1670","1670 PERON, JUAN DOMINGO, TTE. GENERAL",4381-2001,FAX 4382-6167,SAN NICOLAS,1
-583.711.510.310.513,-346.052.192.399.183,849,FARMACIA,25 DE mayo,222,25 DE mayo 0222,222 25 DE MAYO,5275-7000,,SAN NICOLAS,1
-583.919.725.468.125,-346.057.318.124.541,852,FARMACIA,AV CALLAO,299,CALLAO AV. 299,299 CALLAO AV.,4371-4844,,SAN NICOLAS,1
-583.755.614.907.741,-346.066.966.782.975,858,FARMACIA,ROQUE SAENZ PEÃ‘A,609,"SAENZ PEÃ‘A, ROQUE, PRES. AV. 609","609 SAENZ PEÃ‘A, ROQUE, PRES. AV.",,,SAN NICOLAS,1
-583.909.936.850.612,-346.032.713.119.878,860,FARMACIA,LAVALLE,1702,LAVALLE 1702,1702 LAVALLE,,,SAN NICOLAS,1
-583.921.310.399.518,-346.035.640.946.616,941,FARMACIA,AV CALLAO,477,CALLAO AV. 477,477 CALLAO AV.,4373-0283,,SAN NICOLAS,1
-583.918.002.026.712,-346.083.852.485.819,956,FARMACIA,AV CALLAO,45,CALLAO AV. 45,45 CALLAO AV.,,,SAN NICOLAS,1
-583.792.545.250.364,-345.991.353.157.315,967,FARMACIA,AV CORDOBA,876,CORDOBA AV. 876,876 CORDOBA AV.,4322-6856,4322-6843,SAN NICOLAS,1
-583.798.510.862.918,-346.022.877.550.185,995,FARMACIA,LAVALLE,919,LAVALLE 919,919 LAVALLE,,,SAN NICOLAS,1
-583.711.176.558.727,-345.993.969.453.176,996,FARMACIA,AV LEANDRO N ALEM,702,"ALEM, LEANDRO N. AV. 702","702 ALEM, LEANDRO N. AV.",,,SAN NICOLAS,1
-583.735.229.375.474,-34.604.264.251.159,998,FARMACIA,SARMIENTO,481,SARMIENTO 481,481 SARMIENTO,,,SAN NICOLAS,1
-583.754.678.428.263,-346.025.082.650.212,1003,FARMACIA,FLORIDA,474,FLORIDA 474,474 FLORIDA,,,SAN NICOLAS,1
-583.752.714.424.319,-346.066.660.525.577,1010,FARMACIA,FLORIDA,118,FLORIDA 118,118 FLORIDA,,,SAN NICOLAS,1
-583.877.234.778.878,-34.605.485.568.776,1012,FARMACIA,SARMIENTO,1490,SARMIENTO 1490,1490 SARMIENTO,,,SAN NICOLAS,1
-583.751.661.536.243,-346.073.391.682.492,1015,FARMACIA,FLORIDA,52,FLORIDA 52,52 FLORIDA,,,SAN NICOLAS,1
-583.736.072.652.016,-346.033.925.155.239,1017,FARMACIA,AV CORRIENTES,480,CORRIENTES AV. 480,480 CORRIENTES AV.,,,SAN NICOLAS,1
-583.796.283.061.979,-346.050.258.458.244,1018,FARMACIA,DIAGONAL ROQUE SAENZ PEÃ‘A,910,"SAENZ PEÃ‘A, ROQUE, PRES. AV. 910","910 SAENZ PEÃ‘A, ROQUE, PRES. AV.",,,SAN NICOLAS,1
-583.842.021.216.092,-346.040.377.602.297,1022,FARMACIA,AV CORRIENTES,1236,CORRIENTES AV. 1236,1236 CORRIENTES AV.,,,SAN NICOLAS,1
-583.917.794.746.405,-346.086.723.997.424,1051,FARMACIA,AV CALLAO,27,CALLAO AV. 27,27 CALLAO AV.,,,SAN NICOLAS,1
-583.747.054.019.921,-345.996.569.868.549,1110,FARMACIA,VIAMONTE,575,VIAMONTE 575,575 VIAMONTE,5555-5139,/5137,SAN NICOLAS,1
-583.829.016.864.886,-346.035.999.642.303,1128,FARMACIA,AV CORRIENTES,1145,CORRIENTES AV. 1145,1145 CORRIENTES AV.,4384-8687,4382-9501,SAN NICOLAS,1
-58.370.582.776.806,-346.035.410.214.166,1149,FARMACIA,AV LEANDRO N. ALEM,348,"ALEM, LEANDRO N. AV. 348","348 ALEM, LEANDRO N. AV.",4311-8000,,SAN NICOLAS,1
-583.808.829.368.671,-34.601.631.269.111,1163,FARMACIA,CARLOS PELLEGRINI,559,"PELLEGRINI, CARLOS 559","559 PELLEGRINI, CARLOS",,,SAN NICOLAS,1
-58.379.945.104.301,-346.014.145.302.607,1164,FARMACIA,TUCUMAN,918,TUCUMAN 918,918 TUCUMAN,5411-4328,/6544,SAN NICOLAS,1
-583.758.364.031.627,-346.024.360.664.165,1165,FARMACIA,LAVALLE,646,LAVALLE 646,646 LAVALLE,5411-4393,/7200,SAN NICOLAS,1
-5.837.961.341.667,-346.034.029.821.733,1166,FARMACIA,AV CORRIENTES,901,CORRIENTES AV. 901,901 CORRIENTES AV.,4322-1001,,SAN NICOLAS,1
-58.378.064.752.963,-346.013.486.251.051,1168,FARMACIA,ESMERALDA,599,ESMERALDA 599,599 ESMERALDA,4322-3700,,SAN NICOLAS,1
-583.876.077.674.162,-34.606.772.257.159,1171,FARMACIA,PARANA,185,PARANA 185,185 PARANA,4374-9099,4371-4216,SAN NICOLAS,1
-583.823.792.173.994,-346.044.958.351.567,1209,FARMACIA,CERRITO,342,CERRITO 342,342 CERRITO,4383-9700,,SAN NICOLAS,1
-583.765.677.341.702,-346.021.533.138.173,1232,FARMACIA,MAIPU,501,MAIPU 501,501 MAIPU,4326-1726,,SAN NICOLAS,1
-583.921.314.990.769,-346.033.280.702.992,1243,FARMACIA,LAVALLE,1790,LAVALLE 1790,1790 LAVALLE,,,SAN NICOLAS,1
-583.734.607.699.566,-346.062.408.170.834,1249,FARMACIA,SAN MARTIN,145,SAN MARTIN 145,145 SAN MARTIN,4653-1606,,SAN NICOLAS,1
-583.926.606.531.872,-345.999.976.586.174,1266,FARMACIA,AV CALLAO,779,CALLAO AV. 779,779 CALLAO AV.,4813-0367,,SAN NICOLAS,1
-583.863.913.122.586,-346.031.540.066.695,1307,FARMACIA,URUGUAY,479,URUGUAY AV. 479,479 URUGUAY AV.,5811-1234,,SAN NICOLAS,1
-583.785.889.927.444,-34.608.075.668.403,1317,FARMACIA,AV RIVADAVIA,851,RIVADAVIA AV. 851,851 RIVADAVIA AV.,,,SAN NICOLAS,1
-583.893.968.489.903,-346.077.192.783.777,1366,FARMACIA,BARTOLOME MITRE,1601,"MITRE, BARTOLOME 1601","1601 MITRE, BARTOLOME",4373-6473,,SAN NICOLAS,1
-583.870.227.500.128,-346.007.177.505.086,1372,FARMACIA,VIAMONTE,1416,VIAMONTE 1416,1416 VIAMONTE,,,SAN NICOLAS,1
-583.875.933.466.554,-346.004.454.436.982,1426,FARMACIA,VIAMONTE,1461,VIAMONTE 1461,1461 VIAMONTE,5352-3352,,SAN NICOLAS,1
-58.381.002.781.144,-34.599.443.366.103,1436,FARMACIA,CARLOS PELLEGRINI,765,"PELLEGRINI, CARLOS 765","765 PELLEGRINI, CARLOS",4322-3198,4322-0298,SAN NICOLAS,1
-583.885.902.001.679,-346.064.038.400.354,1511,FARMACIA,TENIENTE GENERAL JUAN D PERON,1551,"PERON, JUAN DOMINGO, TTE. GENERAL 1551","1551 PERON, JUAN DOMINGO, TTE. GENERAL",5275-4793,/94,SAN NICOLAS,1
-583.741.961.146.727,-346.011.740.366.406,1530,FARMACIA,SAN MARTIN,590,SAN MARTIN 590,590 SAN MARTIN,4313-2600,,SAN NICOLAS,1
-583.896.641.703.209,-346.017.028.988.813,635,FARMACIA,TUCUMAN,1601,TUCUMAN 1601,1601 TUCUMAN,4374-4212,,SAN NICOLAS,1
-583.877.769.009.383,-346.039.271.993.999,1345,FARMACIA,AV CORRIENTES,1499,CORRIENTES AV. 1499,1499 CORRIENTES AV.,4372-0867,,SAN NICOLAS,1
-584.603.195.623.141,-345.558.856.669.389,77,FARMACIA,VUELTA DE OBLIGADO,2699,VUELTA DE OBLIGADO 2699,2699 VUELTA DE OBLIGADO,,,BELGRANO,13
-584.541.886.584.682,-345.596.694.665.158,90,FARMACIA,ARCOS,2161,ARCOS 2161,2161 ARCOS,4781-9917,,BELGRANO,13
-584.710.442.601.769,-34.565.476.750.226,95,FARMACIA,AV MONROE,3592,MONROE AV. 3592,3592 MONROE AV.,4545-6750,,BELGRANO,13
-58.462.640.939.429,-345.618.011.956.616,104,FARMACIA,VIDAL,2360,VIDAL 2360,2360 VIDAL,,,BELGRANO,13
-584.537.374.842.173,-345.667.069.593.993,105,FARMACIA,VIRREY DEL PINO,2416,"PINO, VIRREY DEL 2416","2416 PINO, VIRREY DEL",4784-4509,,BELGRANO,13
-584.606.907.626.448,-345.619.314.420.785,130,FARMACIA,MOLDES,2289,MOLDES 2289,2289 MOLDES,4788-8707,,BELGRANO,13
-584.612.192.887.127,-345.572.027.781.294,136,FARMACIA,AV CABILDO,2676,CABILDO AV. 2676,2676 CABILDO AV.,4781-3022,,BELGRANO,13
-584.528.804.424.914,-345.509.746.361.263,138,FARMACIA,AV DEL LIBERTADOR,6664,DEL LIBERTADOR AV. 6664,6664 DEL LIBERTADOR AV.,4782-8676,4943-9100,BELGRANO,13
-584.543.261.188.371,-345.670.456.823.887,151,FARMACIA,VIRREY DEL PINO,2566,"PINO, VIRREY DEL 2566","2566 PINO, VIRREY DEL",4781-9891,,BELGRANO,13
-584.632.733.467.195,-345.639.723.907.479,192,FARMACIA,CONESA,2239,CONESA 2239,2239 CONESA,4785-1871,,BELGRANO,13
-584.625.714.425.272,-345.566.952.061.337,220,FARMACIA,MANUEL UGARTE,2496,"UGARTE, MANUEL 2496","2496 UGARTE, MANUEL",4780-2302,,BELGRANO,13
-584.637.396.629.712,-345.660.091.034.919,225,FARMACIA,JURAMENTO,3123,JURAMENTO 3123,3123 JURAMENTO,4544-4668,,BELGRANO,13
-584.621.126.629.322,-345.668.574.195.376,277,FARMACIA,ECHEVERRIA,3062,ECHEVERRIA 3062,3062 ECHEVERRIA,4780-1097,,BELGRANO,13
-584.601.448.685.073,-345.543.741.396.754,309,FARMACIA,AV CONGRESO,2182,CONGRESO 2182,2182 CONGRESO,4781-8064,,BELGRANO,13
-584.507.154.777.389,-345.636.916.048.406,368,FARMACIA,ARCOS,1739,ARCOS 1739,1739 ARCOS,4783-7446,,BELGRANO,13
-584.465.071.574.599,-345.590.588.356.478,430,FARMACIA,SUCRE,1546,"SUCRE, ANTONIO JOSE DE, MCAL. 1546","1546 SUCRE, ANTONIO JOSE DE, MCAL.",,,BELGRANO,13
-584.591.090.261.947,-345.552.642.158.525,883,FARMACIA,MANUEL UGARTE,2168,"UGARTE, MANUEL 2168","2168 UGARTE, MANUEL",4782-3112,,BELGRANO,13
-584.594.806.603.256,-345.681.244.517.598,896,FARMACIA,LA PAMPA,2978,LA PAMPA 2978,2978 LA PAMPA,4788-2770,,BELGRANO,13
-584.519.600.360.214,-345.647.098.542.511,1419,FARMACIA,JOSE HERNANDEZ,2237,"HERNANDEZ, JOSE 2237","2237 HERNANDEZ, JOSE",4787-3761,,BELGRANO,13
-584.631.009.617.568,-345.559.680.639.447,575,FARMACIA,AV CONGRESO,2486,CONGRESO AV. 2486,2486 CONGRESO AV.,4785-5544,,BELGRANO,13
-584.570.867.731.371,-345.612.659.396.373,576,FARMACIA,AV CABILDO,2171,CABILDO AV. 2171,2171 CABILDO AV.,4787-3100,,BELGRANO,13
-584.573.406.142.235,-345.626.440.172.182,577,FARMACIA,JURAMENTO,2484,JURAMENTO AV. 2484,2484 JURAMENTO AV.,4787-2853,,BELGRANO,13
-584.529.595.576.339,-345.600.701.155.737,645,FARMACIA,AV JURAMENTO,2002,JURAMENTO AV. 2002,2002 JURAMENTO AV.,4784-9025,47841186 o 4783-1186,BELGRANO,13
-584.636.045.006.428,-345.606.637.190.519,666,FARMACIA,MONROE,2802,MONROE 2802,2802 MONROE,4543-7552,,BELGRANO,13
-584.571.404.055.246,-345.568.457.172.244,689,FARMACIA,MONROE,2112,MONROE 2112,2112 MONROE,4781-2242,,BELGRANO,13
-584.572.992.614.577,-345.565.738.057.439,691,FARMACIA,MONROE,2101,MONROE 2101,2101 MONROE,4781-4241,,BELGRANO,13
-584.579.238.197.458,-345.672.421.357.886,715,FARMACIA,VIDAL,1784,VIDAL 1784,1784 VIDAL,4788-6204,,BELGRANO,13
-584.464.884.215.892,-345.576.146.917.669,726,FARMACIA,ECHEVERRIA,1472,ECHEVERRIA 1472,1472 ECHEVERRIA,4784-4794,,BELGRANO,13
-584.704.264.395.519,-345.650.733.495.755,731,FARMACIA,AV MONROE,3508,MONROE AV. 3508,3508 MONROE AV.,4541-2565,,BELGRANO,13
-58.459.951.233.519,-34.563.740.205.743,762,FARMACIA,JURAMENTO,2741,JURAMENTO AV. 2741,2741 JURAMENTO AV.,4788-1679,,BELGRANO,13
-584.489.063.445.861,-345.576.096.306.702,782,FARMACIA,JURAMENTO,1602,JURAMENTO 1602,1602 JURAMENTO,4780-5770,4782-0841,BELGRANO,13
-58.459.972.888.215,-345.659.929.703.843,788,FARMACIA,AV CRAMER,1963,CRAMER AV. 1963,1963 CRAMER AV.,4782-7532,,BELGRANO,13
-584.585.502.866.185,-345.605.161.063.362,823,FARMACIA,AV OLAZABAL,2420,OLAZABAL 2420,2420 OLAZABAL,,,BELGRANO,13
-584.520.526.243.171,-345.622.704.275.765,846,FARMACIA,SUCRE,2092,"SUCRE, ANTONIO JOSE DE, MCAL. 2092","2092 SUCRE, ANTONIO JOSE DE, MCAL.",4784-9962,,BELGRANO,13
-584.609.967.841.628,-345.567.972.167.599,861,FARMACIA,AV CABILDO,2685,CABILDO AV. 2685,2685 CABILDO AV.,,,BELGRANO,13
-584.435.961.928.729,-345.626.336.058.259,979,FARMACIA,AV LUIS MARIA CAMPOS,1501,"CAMPOS, LUIS M. AV. 1501","1501 CAMPOS, LUIS M. AV.",,,BELGRANO,13
-584.547.481.854.251,-345.646.048.398.453,981,FARMACIA,AV CABILDO,1840,CABILDO AV. 1840,1840 CABILDO AV.,,,BELGRANO,13
-584.587.875.627.582,-345.598.940.891.883,988,FARMACIA,AV CABILDO,2340,CABILDO AV. 2340,2340 CABILDO AV.,,,BELGRANO,13
-584.527.286.093.189,-345.511.444.913.032,1019,FARMACIA,AV LIBERTADOR,6636,DEL LIBERTADOR AV. 6636,6636 DEL LIBERTADOR AV.,,,BELGRANO,13
-584.484.825.467.404,-345.560.971.915.707,1056,FARMACIA,AV LIBERTADOR,6068,DEL LIBERTADOR AV. 6068,6068 DEL LIBERTADOR AV.,,,BELGRANO,13
-584.525.556.858.585,-345.594.008.487.738,1058,FARMACIA,JURAMENTO,1941,JURAMENTO AV. 1941,1941 JURAMENTO AV.,,,BELGRANO,13
-584.569.320.370.549,-345.614.477.221.814,1062,FARMACIA,AV CABILDO,2151,CABILDO AV. 2151,2151 CABILDO AV.,,,BELGRANO,13
-584.628.302.226.545,-345.626.804.325.139,1071,FARMACIA,AV CRAMER,2301,CRAMER AV. 2301,2301 CRAMER AV.,,,BELGRANO,13
-584.604.715.259.176,-345.580.056.101.252,1090,FARMACIA,AV CABILDO,2540,CABILDO AV. 2540,2540 CABILDO AV.,4784-5851,,BELGRANO,13
-584.499.270.008.415,-345.578.161.104.965,1098,FARMACIA,JURAMENTO,1687,JURAMENTO 1687,1687 JURAMENTO,4784-1781,,BELGRANO,13
-584.639.141.527.676,-345.707.283.915.042,1102,FARMACIA,LA PAMPA,3400,LA PAMPA 3400,3400 LA PAMPA,4552-3271,,BELGRANO,13
-584.599.014.988.768,-345.579.974.637.121,1123,FARMACIA,AV CABILDO,2517,CABILDO AV. 2517,2517 CABILDO AV.,4784-3599,,BELGRANO,13
-584.511.249.365.649,-345.585.741.594.136,1124,FARMACIA,JURAMENTO,1799,JURAMENTO AV. 1799,1799 JURAMENTO AV.,4511-1421,,BELGRANO,13
-58.452.565.552.288,-345.657.171.481.324,1135,FARMACIA,AV CABILDO,1631,CABILDO AV. 1631,1631 CABILDO AV.,2783-5210,,BELGRANO,13
-584.633.393.171.772,-345.672.366.674.186,1136,FARMACIA,ECHEVERRIA,3187,ECHEVERRIA 3187,3187 ECHEVERRIA,4547-3500,,BELGRANO,13
-584.635.311.712.816,-345.561.902.276.119,1151,FARMACIA,AV CONGRESO,2520,CONGRESO AV. 2520,2520 CONGRESO AV.,4788-8370,,BELGRANO,13
-584.586.743.972.237,-345.594.145.507.085,1239,FARMACIA,AV CABILDO,2363,CABILDO AV. 2363,2363 CABILDO AV.,,,BELGRANO,13
-584.479.478.477.988,-345.570.239.010.825,1246,FARMACIA,JURAMENTO,1520,JURAMENTO 1520,1520 JURAMENTO,,,BELGRANO,13
-584.497.159.105.734,-345.540.100.673.602,1247,FARMACIA,AV LIBERTADOR,6285,DEL LIBERTADOR AV. 6285,6285 DEL LIBERTADOR AV.,4786-6388,4786-6308,BELGRANO,13
-584.565.537.676.491,-345.672.744.454.897,1257,FARMACIA,JOSE HERNANDEZ,2711,"HERNANDEZ, JOSE 2711","2711 HERNANDEZ, JOSE",8104445262,,BELGRANO,13
-584.519.187.162.906,-345.537.030.964.855,1290,FARMACIA,MONROE,1600,MONROE 1600,1600 MONROE,4782-9818,,BELGRANO,13
-584.722.488.553.366,-34.567.670.084.945,1292,FARMACIA,NAON,2357,"NAON, ROMULO 2357","2357 NAON, ROMULO",4542-2105,,BELGRANO,13
-584.502.580.914.942,-345.612.009.792.999,1361,FARMACIA,SUCRE,1892,"SUCRE, ANTONIO JOSE DE, MCAL. 1892","1892 SUCRE, ANTONIO JOSE DE, MCAL.",4781-5105,,BELGRANO,13
-584.606.414.508.404,-345.604.465.027.496,1375,FARMACIA,AMENABAR,2375,AMENABAR 2375,2375 AMENABAR,4787-7300,,BELGRANO,13
-58.442.459.366.067,-34.541.981.861.879,600,FARMACIA,PABELLON 2 CIUDAD UNIVERSITARIA,0,PABELLON 2 CIUDAD UNIVERSITARIA,PABELLON 2 CIUDAD UNIVERSITARIA,4576-3374,,BELGRANO,13
-584.607.310.795.588,-345.586.188.758.738,54,FARMACIA,MONROE,2499,MONROE 2499,2499 MONROE,4783-5080,,BELGRANO,13
-58.458.470.224.372,-345.646.479.308.772,167,FARMACIA,MOLDES,1999,MOLDES 1999,1999 MOLDES,4783-5135,,BELGRANO,13
-584.555.367.913.992,-345.555.008.747.509,1414,FARMACIA,MONROE,1901,MONROE 1901,1901 MONROE,4781-1415,,BELGRANO,13
-584.425.682.721.584,-345.623.776.834.686,233,FARMACIA,AV DEL LIBERTADOR,5390,DEL LIBERTADOR AV. 5390,5390 DEL LIBERTADOR AV.,4783-8200,4784-6927/20,BELGRANO,13
-584.612.228.672.738,-345.645.805.470.563,477,FARMACIA,AV CRAMER,2101,CRAMER AV. 2101,2101 CRAMER AV.,4781-7294,4781-2686,BELGRANO,13
-584.093.052.805.893,-345.917.612.010.672,3,FARMACIA,GUEMES,3002,GUEMES 3002,3002 GUEMES,4824-6127,,RECOLETA,2
-584.058.046.357.017,-345.882.188.107.416,15,FARMACIA,JUNCAL,2863,JUNCAL 2863,2863 JUNCAL,4825-4455,4825-1511,RECOLETA,2
-583.921.469.701.809,-345.828.561.356.135,94,FARMACIA,AV PTE. FIGUEROA ALCORTA,2263,"FIGUEROA ALCORTA, PRES. AV. 2263","2263 FIGUEROA ALCORTA, PRES. AV.",4804-1121,,RECOLETA,2
-584.038.042.726.134,-345.854.776.517.032,114,FARMACIA,JOSE PACHECO DE MELO,2902,"PACHECO DE MELO, JOSE ANDRES 2902","2902 PACHECO DE MELO, JOSE ANDRES",4805-5255,,RECOLETA,2
-584.108.938.698.311,-345.953.617.729.137,125,FARMACIA,GALLO,1289,GALLO 1289,1289 GALLO,,,RECOLETA,2
-583.873.400.910.652,-345.960.092.306.526,126,FARMACIA,URUGUAY,1090,URUGUAY 1090,1090 URUGUAY,4815-8184,4814-0460,RECOLETA,2
-584.031.652.667.299,-345.974.842.526.061,134,FARMACIA,AV PUEYRREDON,1109,PUEYRREDON AV. 1109,1109 PUEYRREDON AV.,4961-7408,4962-1414,RECOLETA,2
